,nama_tempat,rating,jumlah_ulasan,alamat,link,thumbnail,kategori
86,Ecowisata batu katak,4.3,216,"Dusun Batu katak, Batu Jong Jong, Kec. Bohorok, Kabupaten Langkat, Sumatera Utara 20774, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJZVDb35XAMDAR-oGPQSaIHrg,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqi4G3UtmTp9ZqDV8y4tVwgZ3T8VGBuPW6-m9k6YleRsJtxZkJeD0M2T-HNrFBLtKW9uoQ5azjjGiCJ-4_eFNNKVLG7em-gjJRn7klRNMkZ9u1CUAn3BQ_OaGKUmVAxu7_2l1J7=w122-h92-k-no,Wisata Alam
87,Balai Besar Taman Nasional Gunung Leuser,4.4,387,"Jl. Selamat No.137, Sitirejo III, Medan Amplas, Medan City, North Sumatra 20219, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJb89uz2IwMTAR2_YZcXkUK7k,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noOufS-FFgVFiQlnKSCKI0bf88pvPfZlrf5Hw98Iw64ai3HOttMD_AkdtGenyLIVPV_swYT0dSKnVoYBPhZpks1ycXHXxCE5Bobo2p5tzbsTEEV-pUWmKHBDJ_3atM_Ck1S2t0=w163-h92-k-no,Wisata Alam
88,Objek wisata sungai 2 Rasa,4.3,44,"6HWX+MRG, Negri Gugung, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara 20357, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJW-u17KkbMTARaGRxhPscNiw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npH3Scl5NWump7YXkMcbyTGu8jHNaD2wstFcqWiXQeDkJOLWpyD7HsHiszI9D-Tw9MtgooU9Am4NazCbNCaHPqkDdPnyXO5pQOkT5pagAUByTF4romywl3lDObHTJi8WLsKgKDCcw=w138-h92-k-no,Wisata Alam
89,Salib Kasih,4.7,761,"2273+FFF, Simorangkir Julu, Kec. Siatas Barita, Kabupaten Tapanuli Utara, Sumatera Utara 22416, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJf9YeESVuLjAR2JMc1Qvvs-Q,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noGM6qrFAauGgJuiApUXEKo75SRfSjMQA_A1grsKZVntwY9ulORZgxJY_PFMZMsTv03DeoZ8x7qiWSfxP9mJlfjeVRFmLWpqySxRU8tw9uGKpCLYioAWVU534y6FSkVPYdKOmGsyw=w163-h92-k-no,Wisata Alam
90,Air Terjun Lau Lutih Tanjung Raja,4.3,262,"5M3R+CF6, Jl. Besar Gn. Meriah, Lau Lutih, Tanjung Raja, Central Kuta, Sinembah Tanjung Muda Hulu, Deli Serdang Regency, North Sumatra 20583, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJDYfw5DoPMTARarab-nyN7Ek,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npFLViYpo0qz9-RPpVsMhZHhyEcpuNf6xpGxZ0pVogmx1vCIitrVmqmCXF4aTC95IHueapgdMzQoPuLa8-RqPRJSXv1_JtZRkocLQpCLRXqRuARClk1BpJrxNeSV97whiNtc19T4A=w122-h92-k-no,Wisata Alam
91,AIR TERJUN TURUNAN BUHIT (JABEL),4.5,75,"Tonduhan, Kec. Hatonduhan, Kabupaten Simalungun, Sumatera Utara 21181, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJWQqjOAiKMTARxANCEbrgsqw,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npZTTxjDMJOzEkt1QnLCnfhZVGHdd67cBl64UnX_ZyWZ8nmf8xntoHpgzTeTboObLKNDlUhtG8n10F3xo0Awepi5RYKaREG59rcQvmxQ2fnHpEA0wqqgWDIhqnEmnHELzzMo64=w122-h92-k-no,Wisata Alam
92,Wisata Sejahtera,4.3,169,"Silebo Lebo, Kec. Kutalimbaru, Kabupaten Deli Serdang, Sumatera Utara 20354, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJGb7HaMcnMTAR-iHMNIGdicI,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrOJwOx9Jm3AZ4Vv4Nk1T9dItsDWoDglGd5iS-J9eclGrhqtC2JX7j2T3i63GUApvWqK6mRW3kIuoWNY6-PQ0JUYyY71bXDQR1mj7HGEnzIJk8hKzx3ZcGX7w1TpLtYY4iFJo3u=w163-h92-k-no,Wisata Alam
93,Wisata Alam Sidauruk,5.0,6,"VHQW+HH2, Nagori Purba, Haranggaol Horison, Ujung Mariah, Kec. Pamatang Silima Huta, Kabupaten Simalungun, Sumatera Utara 21167, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJ-bFQPfqxMTAR0FWn9HFVUtQ,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqRX5ozPDLk1ZJKjRmFWVezpBkHliAJfmN7t1UnpvQUkHvJT5CKMCyQnSV-004FPD_V16eG101INZqnuGNKJHa7D-AADu7CT3PqUWQzt-OPA0K8pB1gM19__Fg3gDbiy1kvyF8I=w122-h92-k-no,Wisata Alam
94,Wisata Pemandian Alam SENTABI,4.4,39,"FF28+94M, Dusun Namo Mbiring, Belinteng, Sei Bingai, Langkat Regency, North Sumatra 20771, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJaXi_WG3fMDARPRyobd5DAdM,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no18h0P2Uy8CfVxXZr0qF-xOJNErb7SrFU1dewDCbZ_7mO6qcgfTVqEFpVviH0wLliSxX8p8qOdWe3BsssXCpVCEsacUEAyENx7M1oUM6VJdyWznGtJwJ9IPsLsn4nR92RGPds5=w92-h92-k-no,Wisata Alam
95,View Point Tongging Geopark Kaldera Toba,4.6,171,"Jl. Tongging - Silalahi No.22, Tongging, Kec. Merek, Kabupaten Karo, Sumatera Utara 22173, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJK9AD9jazMTARZ-3gxeHUN5s,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npj8KldAPk8vxKPdFBJPVnXXVgK_IiQZCBWCyS7p9IrA15M0Z5vILJJNdd-WDGtqAXQWjQrGDl1wU78Xv33hCRfntH-iS_mtL3luiNUo5A1KTIYWGncQxACEAFWpwRocdi0jU6l=w122-h92-k-no,Wisata Alam
96,WISATA INDAH SIPPAN (WIS) JUMA REBEN 2,4.6,89,"Unnamed Road, Naga Saribu, Kec. Pamatang Silima Huta, Kabupaten Simalungun, Sumatera Utara 21167, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJg3Z9himtMTAR_xyMb3qqsa4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noSiKpwiMcONMlQzL1utEWQ489VxpjNSGvjIzss6JTZTwdhc0DvwrcYtXV9qF4-SoU6YooJDqtNV-UdoUvhU9XZNV3DnNJUq06dhmLKZKVL1WzwLR4PDaa5EQPY6JOQoD9z8to7=w163-h92-k-no,Wisata Alam
97,Puncak Merga Silima,4.5,347,"8G29+V57, Suka Makmur, Kec. Kutalimbaru, Kabupaten Deli Serdang, Sumatera Utara, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJFwyF4tUfMTARsbv284Rg-OE,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np-aOAgCQkSNYSKBhQG8O5f9okBEW0piGfIaXaUMLzAXN7hG2R-i-bjS49YKkmEc6NfiZLiAH8UknAe7cXbEkb8k31w-M_vDLAXZGZMeMuPe_4fjPsr52P8Hlb4VjB4B77LSrIrZQ=w122-h92-k-no,Wisata Alam
98,Kebun Teh Sidamanik,4.6,524,"VW32+C3P, Jl. Pematang Purba - Parapat, Ambarisan, Kec. Sidamanik, Kabupaten Simalungun, Sumatera Utara 21171, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJlfVS832XMTARhrFLwVeR3yQ,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nouXDBOCLYM0qriGoLlzSV81UPiXlrgiHtTx0N_LPmvUIcavct2D7rCdHXjQbh4YVBfQ96b2QR8-CuYsMWDQPkT8O-SJTW0lWbdoNfAYEwE3dqgpoTC3M0Hhr92UhbF3MBzPUvXgQ=w80-h142-k-no,Wisata Alam
99,Bukit Sibeabea,4.6,2884,"Turpuk Sihotang, Kec. Harian, Kabupaten Samosir, Sumatera Utara 22396, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJ9ck-gAbbMTAR1ipJdvuxXMk,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrUrBSOE2T3vea8ha0hVtUpaDSw1nVG1G-6QqK5XSUEkuitSp4aAdMLKXi_RRBr8PQPtAsQtWKrpCbvQ9CMxt0jXhpjEmPi94KZUZmaDq6frUvKJWiaMYlykioae3gPtEhPtbrq9Q=w163-h92-k-no,Wisata Alam
100,Siregar Aek Nalas,4.2,161,"C24V+JH8, Siregar Aek Nalas, Kec. Uluan, Toba, Sumatera Utara, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJZbL-nL4DLjAR9fb4KuF_55s,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np_bVLE5CbFuN-CagWzMICPODhDQwDinMXS2ixvVZ1DIICBp_MwBtDv9AS6EFEP2x0HGx4AmUndLjDF_Cm7ceSUL_C5E6F5RwgiTcKmaS4TFn8WpqkTUHNTH1XNoO6I8HQxVM36=w163-h92-k-no,Wisata Alam
101,Air Terjun Sampuren Putih,4.3,138,"7J82+W6F, Negri Gugung, Sibolangit, Deli Serdang Regency, North Sumatra 20357, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJ-RHbEKQbMTARdLMKTvyP6PA,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr-1_nFUBDq5GYCvR_I4FzDrfyeJ2wjKmLUqTZ9xocf-Du-LEpDG1CDEOPgk_Y0kwP4V4U9zSJPnj5LtwTi3Z6euhgCjwo4wIo7j2hdT5Lhw1rYKLk3Q0xj5ZgZBCPDg28QZu6L=w122-h92-k-no,Wisata Alam
102,TAMAN ALAMTA JAYA,4.0,236,"GGFV+VHV, Sei Gelugur, Pancur Batu, Deli Serdang Regency, North Sumatra 20354, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJ66uqOzkmMTART-Z8GI_uOhk,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4CmvZRLgdV7pqO5R1JPSjqXKLO45rTNu1ZS-EeaTpDpwH0-nyCv6gxUs7Qej6abVOhbpoAxnNkCv7O12g5QFuYIyPdhgYUvxuy_Au1TZogsHvZyAgy4o2MvdlIL93HxQAbstgJw=w122-h92-k-no,Wisata Alam
103,Sungai Buih,4.2,211,"CPX2+C5W, Aji Baho, Kec. Sibiru-biru, Kabupaten Deli Serdang, Sumatera Utara 20358, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJtzaMEYE9MTARiQ3mI8ENkHs,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noqlYrQPLZccaDJCzVI7zObGm_cFFlkvRPRmwtAecWDCjuq8-hkjh1aN0_Y7TXdwQeEdUoiRsKrzeQkk6cqzTyjR2KzhtYKn54ur5DlLvIq5VzD-AurEVNPvVZOFH1OTTsBBmMM=w122-h92-k-no,Wisata Alam
104,Kampung Ladang Outbound,4.4,1162,"Jl. Besar Tj. Anom Tanjung anom, Namorih, Kec. Pancur Batu, Kabupaten Deli Serdang, Sumatera Utara 20553, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJJbl_Rs4lMTAR7nIE26Xsl54,https://lh3.googleusercontent.com/p/AF1QipOaq42IVbjTl2w5_68_fOA06b34saV3H8N4ddU=w122-h92-k-no,Wisata Alam
105,Wisata Danau Palas Asri,4.3,57,"Lalang, Kec. Medang Deras, Kabupaten Batu Bara, Sumatera Utara, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJG8gz04PDMzAR-NxPK7FcPOg,https://lh3.googleusercontent.com/p/AF1QipNQE53nLNFu_bXKbtZ8dMyLxgiAdAGwoFWmk_Q=w163-h92-k-no,Wisata Alam
106,Penatapan Pamah Simelir,4.5,951,"79PJ+Q6R, Telagah, Kec. Sei Bingai, Kabupaten Langkat, Sumatera Utara 20773, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJya33jBPkMDARBgDCrn4_fg0,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrlfsLDVc7aguoaESR7Tr_H8BoEABTJyHHtukB1T1NRqWDqEuqeiHYeI6StjFnO0JNwpelauxM6kVhGgC6cH1nMRDYgLia4hmgaScxbj-2kbeNlo_igmxLG2g3Q1xCnIFVezN_-fw=w121-h92-k-no,Wisata Alam
107,Bukit Burung,4.8,144,"JMJ3+MXF, Siboro, Kec. Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJf6ufzn7PMTAR9Cca5Ee-y8c,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nodIL2HscQ6evuestk8ui3zPZcdl5Saeo4MWqzilbIYHVrUxDHgON5qNewvUVl6F69JFdqO5uElC32zSi5Wm6usJMV94R46XSwn-FVq3Fckv3RnjS1mVHjSYehI3n8JM5Q5orFd-A=w163-h92-k-no,Wisata Alam
108,Puncak Hauma Hela,4.0,32,"7JQH+959, Simonis, Kec. Aek Natas, Kabupaten Labuhanbatu Utara, Sumatera Utara 21455, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJ98tvsPONLTARBW0dSBZSN90,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noffM-o7NO395d1cAN_2eKCkK8YoNDQluSfwLcFYcHfPhseLCUcE7evEJ4FE3ISlEVzeRDQ7sM4J3bEXspoPTVu_b3-P01KqcsVZ4oAF9TrC1b7jZpil-Ubig1wRmuD-EMNKexS=w122-h92-k-no,Wisata Alam
109,Tangkahan CRU,4.4,770,"M3WC+3C8, Namu Sialang, Kec. Batang Serangan, Kabupaten Langkat, Sumatera Utara 20852, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJfSx-5se0MDARw_5oVHb3nSA,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqfZQPgnW-wkmnrfVvfuqT9sT5fXV0uIhvZy9Ry1_Au9-T40Cbqn0vwurZBvwUtK8Y0fmOMRER25ywQxY2iuYZJlGD_ll4tJUxBB1shIHfrEGMpmpzood-B2GjnG6KuNvrzroK2=w80-h106-k-no,Wisata Alam
110,Pemandian Alam ULUTA,4.5,34,"Jl. Sembahe - Namorambe, Bengkurung, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara 20357, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJb8JOnlEZMTARvydu-tveG6A,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npD4xEOM9aVz31HLO8sEAmXso2Yjg0WMHwWr4RNoActFjQvV4diIylScMaOKW2uD7qytXmSK-Ow98aejy8uHNZ8fSqzFCe5ncbPAk2aA5uHiWTwUEYPxoMhu367bS4lP6BwXF1d=w80-h106-k-no,Wisata Alam
111,Wisata Kampong Lama,4.6,149,"Jl. Utama Dusun II, Denai Lama, Kec. Pantai Labu, Kabupaten Deli Serdang, Sumatera Utara 20553, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJfUGqSjJNMTARG87jamgOELo,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrcuXCIrYnYf2Q1m6OCzjzQ3ULGdnA-Dw_HdRxfAS-3m493UbwNoxSZB13Ep3wl3NR60NrX51bQmYkff5dOfbrs1zXI2bn0lMdQ0a4r14eD0KmRv8f-zJhriahdWSsVfi4VahSM=w163-h92-k-no,Wisata Alam
112,Wisata Alam,5.0,2,"V64Q+3W6, Bayu Bagasan, Kec. Tanah Jawa, Kabupaten Simalungun, Sumatera Utara 21181, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJWXTQi_UnMjARjkNbz7ZbKOo,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqSyEJGjY7gqjqMIXe08y84YkwB8PrcsPAMDxOsMJduzQ3o02fStAnsK3UvCZf3v1xlg9RkefiZOlGGh6eQXnQ0zP3n6gGr5yB5BQPY7GCPwA4KJp4kshQKnpFl8auGtO0Q4dCd=w80-h106-k-no,Wisata Alam
113,Monkey Forest Umar Manik Sibaganding,4.9,46,"MWVG+7Q9, Jl. Siborongborong - Parapat, Sibaganding, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJOyWow4jtMTARWHhVQZKEW4k,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nriz7Us18KnvkgY08RlF85GF8aDCnNb56hT9n8WardCwxCukBOJkp1CRBH92fpFw62JhjRWOgF_g8GX4g7WPzwEQWYmZWdm2ArmFMZ4HmbpGD3VJNm2-htTShgCybs5ZTZIgxGz=w138-h92-k-no,Wisata Alam
114,Simarjarunjung carabel,4.1,22,"RQJ7+CR9, Jl. Simarjarunjung, Tiga Runggu, Kec. Purba, Kabupaten Simalungun, Sumatera Utara 21163, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJyVlD4Cu9MTARU3VnPWvcaWY,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqPOWI7DryjvPF4u8i9PRlA6H6XZBsQ7fHHLNIIzBvLRGZs06W-hifvsv86tWZIIPqSGiIahN-FL7vRvqfRWPNzBMr15GlPmv9bCwGoYZZmXQGBiwuyr-n4MmNL7DRiB22u3CUG=w122-h92-k-no,Wisata Alam
115,Air terjun dua warna,4.1,17,"7G57+F7, Bandar Baru, Kec. Sibolangit, Kabupaten Deli Serdang, Sumatera Utara, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJU0_3tu8dMTARXx8RVvtpCVA,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nphrshMGB0iozUMF2Hqgah2qEfhUWr0BfprBgZ3gjogrVJ-UblbXDcK5tr1aLtEQKTC93c1aMGCcmXe_gqyfyjbRJmY32QNsNSz9rGZgctuwpI8SM2fQs2PkS2udZopfnyCEmdIWI6bgH0=w80-h106-k-no,Wisata Alam
116,Arung Jeram Ancol,4.5,190,"Jl. Pondok Sampanan, Dolok Merawan, Kec. Dolok Merawan, Kabupaten Serdang Bedagai, Sumatera Utara 20993, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJ938TYSB7MTARIYmVDNKlI2Y,https://lh3.googleusercontent.com/gps-cs-s/AC9h4not-AGr-cMrZhRPqt56vUFj7zBJegL55-ySN-XEuq9FMQr7X045UYFuvgKJVQaItBQcPEaDi9Fcq2u-2b7OVUdJnd-ZF1-0cSZDMyZi_CuVbQImQCgBc01smqp_BosvOcWmyGo=w138-h92-k-no,Wisata Alam
117,Danau alam jaya tuntungan,3.1,7,"FHQH+5HW, Jl. Danau Alam Jaya, Salam Tani, Kec. Pancur Batu, Kabupaten Deli Serdang, Sumatera Utara 20353, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJNY6X4WMlMTAREWKYMDSc7QI,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrp5trmNVeE9p1VSIHq1oRWqnt-5erWsEQr64P_Bqv6MjudJwGs-SH1aV7cLxbJWzHdvEwBZu6drltjuxG9c3r4nWPsp9btFQhlVNt6fMp4ge7itRps7tBgDS_i2B3N-9ZJy1Di9Q=w80-h106-k-no,Wisata Alam
118,Pulo Bisky (Pantai Wisky),4.1,50,"7MX6+2X6, Jl. Simonis, Simonis, Kec. Aek Natas, Kabupaten Labuhanbatu Utara, Sumatera Utara 21455, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJf-Q-mUSOLTARwdeDxqg9MrI,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npFkES0JZpUqi8j7wpzXcFmXQXiMXPdoK2MU_DXuR5nW7C3AjyJTas7O_rrwQYOuTiv1XEGcBPOuTF_AsKt5-ALTPXnTleP8p_xljagQPU8duvwCMlLez56g7YOLh3OJiMe1_7a=w121-h92-k-no,Wisata Alam
119,Taman Seribu Bunga Raya,4.1,284,"dusun 1, Raya, Kec. Berastagi, Kabupaten Karo, Sumatera Utara 22152, Indonesia",https://www.google.com/maps/place/?q=place_id:ChIJC_FO8KkDMTARy9m1nOTH9o0,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npXFoSeTPpQ-MD6t_WFEEl8lnqnMrVdIhPdKVrwmz_i6jb35-Ka0RIYlt32ZwkthiH1RNIO4PbAG8iZrJXUhrKpcluF-XC96_z-4seB2q4bQeO7eNAbiXpe98eirzALwtzqetMraw=w203-h92-k-no,Wisata Alam
